"","incident_case_id","date","clearance_code_inc_type","pgpd_reporting_area","pgpd_sector","pgpd_beat","street_number","street_name","latitude","longitude","location"
"37749","PP24111200001796","11/12/2024","ACCIDENT",234,"B","B4","4800 BLOCK","66T AVE",38.94571405649,-76.90730535984,"(38.94571405649185,-76.9073053598404)"
"37750","PP24111200001884","11/12/2024","ACCIDENT",939,"C","C3","10800 BLOCK","MONTGOMERY RD",39.03199997544,-76.91911636293,"(39.031999975442886,-76.91911636292934)"
"37751","PP24111200002227","11/12/2024","THEFT FROM AUTO",701,"E","E3","600 BLOCK","PAREV WAY",38.88108164072,-76.82823728025,"(38.88108164072037,-76.8282372802496)"
"37752","PP24111200000013","11/12/2024","ACCIDENT",717,"E","E4","13400 BLOCK","DILLE DR",38.82432322204,-76.7741035223,"(38.82432322204113,-76.77410352230072)"
"37753","PP24111200000134","11/12/2024","AUTO, STOLEN",710,"E","E5","2200 BLOCK","LAKE FOREST DR",38.86041238904,-76.74129518867,"(38.86041238903999,-76.74129518866539)"
"37754","PP24111200000139","11/12/2024","B & E, COMMERCIAL",169,"B","B7","4700 BLOCK","CHERRY HILL RD WB",39.01592388749,-76.92797461152,"(39.015923887491226,-76.92797461152077)"
"37755","PP24111200000292","11/12/2024","ACCIDENT",430,"K","K3",NA,"BRANCH AVE NB / SAINT BARNABAS RD NB",38.83285339177,-76.94044177234,"(38.83285339176655,-76.94044177234173)"
"37756","PP24111200000296","11/12/2024","ACCIDENT WITH IMPOUND",419,"H","H5",NA,NA,38.85352264345,-76.93748903275,"(38.85352264344692,-76.93748903274536)"
"37757","PP24111200000313","11/12/2024","AUTO, STOLEN",612,"J","J6","8300 BLOCK","INDIAN HEAD HWY NB",38.77543881536,-76.99555978179,"(38.7754388153553,-76.99555978178978)"
"37758","PP24111200000335","11/12/2024","ROBBERY, OTHER",746,"F","F5",NA,"RISON DR / HEATHERWICK DR",38.71572764218,-76.86367027462,"(38.715727642178535,-76.86367027461529)"
"37759","PP24111200000359","11/12/2024","ACCIDENT",936,"C","C2","3000 BLOCK","POWDER MILL RD",39.02970339358,-76.95684593916,"(39.02970339357853,-76.9568459391594)"
"37760","PP24111200000482","11/12/2024","ACCIDENT",226,"B","B5","6800 BLOCK","RIVERDALE RD WB",38.96441480517,-76.89680670202,"(38.964414805173874,-76.89680670201778)"
"37761","PP24111200000483","11/12/2024","AUTO, STOLEN",840,"D","D6","5600 BLOCK","WHITFIELD CHAPEL RD",38.96113397181,-76.85743670166,"(38.96113397181034,-76.85743670165539)"
"37762","PP24111200000534","11/12/2024","AUTO, STOLEN",431,"K","K3","3500 BLOCK","SILVER PARK DR",38.84171164036,-76.93748903275,"(38.84171164035797,-76.93748903274536)"
"37763","PP24111200000559","11/12/2024","ROBBERY, OTHER",307,"G","G6","6500 BLOCK","BLK COLUMBIA TER",38.91815505922,-76.89418202639,"(38.91815505921841,-76.89418202638626)"
"37764","PP24111200000569","11/12/2024","THEFT FROM AUTO",886,"TRU","D1","8400 BLOCK","GREENBELT RD EB",38.98869298398,-76.86071753502,"(38.98869298398495,-76.86071753501892)"
"37765","PP24111200000775","11/12/2024","B & E, RESIDENTIAL",304,"G","G3","4800 BLOCK","LEROY GORHAM DR",38.90765638649,-76.92338144779,"(38.90765638649464,-76.92338144779205)"
"37766","PP24111200000809","11/12/2024","ACCIDENT",517,"J","J3",NA,"SAINT BARNABAS RD SB / CAP BELT IL A HWY SB",38.80890330672,-76.97029736638,"(38.80890330672264,-76.97029736638069)"
"37767","PP24111200000813","11/12/2024","THEFT",169,"B","B7","4700 BLOCK","CHERRY HILL RD WB",39.01625198126,-76.92961503565,"(39.01625198125839,-76.92961503565311)"
"37768","PP24111200000815","11/12/2024","THEFT",169,"B","B7","4700 BLOCK","CHERRY HILL RD WB",39.01625198126,-76.92961503565,"(39.01625198125839,-76.92961503565311)"
"37769","PP24111200000832","11/12/2024","THEFT FROM AUTO",656,"J","J5","6000 BLOCK","OXON HILL RD SB",38.80627864599,-76.97521860898,"(38.80627864599228,-76.97521860897541)"
"37770","PP24111200000873","11/12/2024","THEFT",169,"B","B7","4700 BLOCK","CHERRY HILL RD WB",39.01625198126,-76.92961503565,"(39.01625198125839,-76.92961503565311)"
"37771","PP24111200000908","11/12/2024","THEFT FROM AUTO",3130,"TRU","G7","8300 BLOCK","GIBBS WAY",38.89551730454,-76.86432644725,"(38.89551730453968,-76.86432644724846)"
"37772","PP24111200001027","11/12/2024","ACCIDENT WITH IMPOUND",441,"H","H2","5500 BLOCK","MARLBORO PIKE EB",38.86106856167,-76.91189852357,"(38.861068561673164,-76.9118985235691)"
"37773","PP24111200001048","11/12/2024","THEFT FROM AUTO",930,"C","C3","11300 BLOCK","CEDAR LN",39.04085822403,-76.92108486593,"(39.04085822403431,-76.9210848659277)"
"37774","PP24111200001087","11/12/2024","THEFT",238,"B","B5","7400 BLOCK","ANNAPOLIS RD EB",38.94768255949,-76.88729228079,"(38.947682559490204,-76.88729228079319)"
"37775","PP24111200001105","11/12/2024","ACCIDENT",430,"K","K3",NA,"BRANCH AVE NB / SAINT BARNABAS RD SB",38.83285339177,-76.94076986611,"(38.83285339176655,-76.9407698661089)"
"37776","PP24111200001107","11/12/2024","B & E, COMMERCIAL",928,"C","C2","3400 BLOCK","POWDER MILL RD WB",39.04085822403,-76.9476596117,"(39.04085822403431,-76.94765961170197)"
"37777","PP24111200001164","11/12/2024","ACCIDENT",828,"D","D5","9500 BLOCK","LANHAM SEVERN RD",38.97327305377,-76.8443133682,"(38.9732730537653,-76.84431336820126)"
"37778","PP24111200001174","11/12/2024","THEFT FROM AUTO",657,"J","J41","6800 BLOCK","OXON HILL RD",38.79479572177,-77.00080911815,"(38.79479572176933,-77.00080911815166)"
"37779","PP24111200001334","11/12/2024","ACCIDENT WITH IMPOUND",444,"H","H4",NA,NA,38.85253839195,-76.9115704447,"(38.852538391947746,-76.9115704447031)"
"37780","PP24111200001444","11/12/2024","ACCIDENT",204,"B","B7","5100 BLOCK","BRANCHVILLE RD",38.99886356294,-76.92075677216,"(38.99886356294155,-76.92075677216053)"
"37781","PP24111200001567","11/12/2024","AUTO, STOLEN",611,"J","J5","7400 BLOCK","LIVINGSTON RD",38.78757789731,-76.98998236656,"(38.78757789731026,-76.98998236656189)"
"37782","PP24111200001600","11/12/2024","ACCIDENT",314,"G","G4","7500 BLOCK","GREENLEAF RD",38.92077971995,-76.8774497807,"(38.92077971994877,-76.87744978070259)"
"37783","PP24111200001633","11/12/2024","ACCIDENT",256,"B","B5",NA,"GOOD LUCK RD / LEAHY RD",38.97458539903,-76.88597995043,"(38.97458539903164,-76.88597995042801)"
"37784","PP24111200001646","11/12/2024","THEFT",939,"C","C3","10500 BLOCK","BALTIMORE AVE SB",39.02904722095,-76.91714785993,"(39.02904722094536,-76.91714785993099)"
"37785","PP24111200001677","11/12/2024","AUTO, STOLEN & RECOVERED",304,"G","G3","1300 BLOCK","EASTERN AVE",38.90831255913,-76.92863078415,"(38.90831255912781,-76.92863078415394)"
"37786","PP24111200001740","11/12/2024","ACCIDENT",429,"K","K2",NA,"BRANCH AVE NB / SILVER HILL RD NB",38.83941505849,-76.94634728134,"(38.839415058493614,-76.94634728133678)"
"37787","PP24111200001778","11/12/2024","AUTO, STOLEN",238,"B","B5","7700 BLOCK","FREDERICK RD",38.95129147172,-76.88105869293,"(38.95129147171974,-76.88105869293213)"
"37788","PP24111200001787","11/12/2024","THEFT FROM AUTO",815,"D","D2","10500 BLOCK","JIM LOVELL LN",38.99295805395,-76.82397219539,"(38.992958053946495,-76.82397219538689)"
"37789","PP24111200001805","11/12/2024","ACCIDENT WITH IMPOUND",303,"G","G5",NA,"PENNSY DR / POLK ST",38.94112089276,-76.87285661697,"(38.94112089276314,-76.87285661697388)"
